year,successful_runs,population_mean,population_std,population_min,population_max,population_median,population_p05,population_p95,population_ci_95_lower,population_ci_95_upper,population_n,births_mean,births_std,births_min,births_max,births_median,births_p05,births_p95,births_ci_95_lower,births_ci_95_upper,births_n,deaths_mean,deaths_std,deaths_min,deaths_max,deaths_median,deaths_p05,deaths_p95,deaths_ci_95_lower,deaths_ci_95_upper,deaths_n,couples_mean,couples_std,couples_min,couples_max,couples_median,couples_p05,couples_p95,couples_ci_95_lower,couples_ci_95_upper,couples_n,men_mean,men_std,men_min,men_max,men_median,men_p05,men_p95,men_ci_95_lower,men_ci_95_upper,men_n,women_mean,women_std,women_min,women_max,women_median,women_p05,women_p95,women_ci_95_lower,women_ci_95_upper,women_n,breakups_mean,breakups_std,breakups_min,breakups_max,breakups_median,breakups_p05,breakups_p95,breakups_ci_95_lower,breakups_ci_95_upper,breakups_n,growth_rate_pct,births_per_1000,deaths_per_1000,natural_increase,sex_ratio,couple_rate_pct
86,100,966.65,98.76698166222691,795.0,1314.0,951.5,837.6,1144.1999999999998,947.2916715942035,986.0083284057964,100,16.59,5.993422320436889,5.0,32.0,17.0,8.0,27.0,15.41528922519437,17.76471077480563,100,13.0,3.1877289975178504,4.0,21.0,13.0,9.0,18.0,12.375205116486502,13.624794883513498,100,232.66,26.588605442819663,180.0,315.0,228.0,199.9,289.2,227.44863333320734,237.87136666679265,100,496.74,49.9946704230268,408.0,699.0,492.5,421.95,581.8499999999999,486.9410445970868,506.53895540291325,100,469.91,52.541295927848765,362.0,615.0,458.5,393.85,560.8,459.61190599814165,480.2080940018584,100,55.05,9.121375715838864,30.0,76.0,54.5,39.95,70.0,53.26221035969558,56.837789640304415,100,0.37277012854859404,17.1623648683598,13.448507732891947,3.59,105.70960396671703,24.068690839497233
87,100,969.39,99.67603026857064,802.0,1316.0,959.0,840.8,1147.1,949.8534980673602,988.9265019326398,100,16.37,6.11118365429854,4.0,33.0,16.0,6.95,26.0,15.172208003757486,17.567791996242516,100,13.63,4.004177111896318,6.0,23.0,13.0,7.95,21.0,12.845181286068323,14.414818713931679,100,233.7,26.8292392886582,179.0,316.0,232.0,197.75,281.45,228.441469099423,238.958530900577,100,498.44,50.73028701083821,406.0,697.0,496.5,423.95,579.3,488.4968637458757,508.3831362541243,100,470.95,52.70834081925927,363.0,619.0,462.0,397.95,561.9499999999999,460.6191651994252,481.2808348005748,100,55.02,8.790467748210173,37.0,81.0,53.0,44.0,72.05,53.29706832135081,56.7429316786492,100,0.28345316298556966,16.886908261896657,14.060388491731915,2.74,105.83713770039283,24.107944171076657
88,100,971.71,101.10443595459583,799.0,1329.0,961.5,839.9,1154.3,951.8935305528993,991.5264694471008,100,16.12,6.000471361956206,5.0,31.0,15.0,8.0,28.0,14.943907613056584,17.296092386943418,100,13.8,3.4902461491731755,7.0,23.0,14.0,8.0,19.0,13.115911754762058,14.484088245237944,100,234.15,26.737170056426365,184.0,309.0,227.0,199.9,288.34999999999997,228.90951466894043,239.39048533105958,100,499.59,51.27093708816906,401.0,703.0,496.0,429.75,585.75,489.54089633071885,509.6391036692811,100,472.12,53.776056404539766,367.0,626.0,461.0,399.95,563.15,461.5798929447102,482.6601070552898,100,55.4,9.035284369424332,28.0,76.0,56.0,41.8,69.05,53.62908426359283,57.17091573640717,100,0.23932576156140417,16.589311625896613,14.20176801720678,2.3200000000000003,105.81843599084976,24.09669551615194
89,100,974.7,101.91593882145514,803.0,1332.0,963.5,837.8,1151.35,954.7244759909948,994.6755240090052,100,16.27,6.170727573623615,4.0,33.0,15.5,8.0,28.0,15.06053739556977,17.47946260443023,100,13.28,4.10242598835116,3.0,25.0,13.0,7.0,20.0,12.475924506283173,14.084075493716826,100,234.28,27.45872200488242,180.0,309.0,232.0,197.0,279.34999999999997,228.89809048704305,239.66190951295695,100,501.27,51.777467701850405,404.0,714.0,498.0,431.95,587.65,491.1216163304373,511.4183836695627,100,473.43,54.48718781845541,366.0,618.0,462.0,400.9,574.5999999999999,462.75051118758273,484.1094888124173,100,54.79,8.662347408541326,38.0,88.0,54.0,44.0,67.0,53.092179907925896,56.4878200920741,100,0.3077049737061577,16.69231558428234,13.62470503744742,2.99,105.88048919586845,24.03611367600287
90,100,977.37,102.83945072909825,802.0,1339.0,965.5,841.35,1155.3,957.2134676570968,997.5265323429032,100,16.03,5.973772643477454,2.0,29.0,16.0,6.95,26.049999999999997,14.85914056187842,17.200859438121583,100,13.36,3.745758544101191,5.0,21.0,13.0,7.0,19.049999999999997,12.625831325356167,14.094168674643832,100,236.84,26.745988087709133,167.0,314.0,232.0,200.0,283.59999999999997,231.597786334809,242.082213665191,100,502.85,52.25546706693796,401.0,717.0,498.5,430.8,585.5999999999999,492.6079284548802,513.0920715451199,100,474.52,54.687446161589655,357.0,622.0,465.5,400.9,572.8499999999999,463.8012605523284,485.23873944767155,100,54.51,9.473509050894169,33.0,77.0,54.5,39.95,72.0,52.65319222602474,56.36680777397525,100,0.273930440135417,16.40115821029907,13.669337098539959,2.6700000000000017,105.97024361460004,24.23237873067518
91,100,980.57,104.05148832295588,799.0,1340.0,967.5,840.8,1147.2499999999998,960.1759082887007,1000.9640917112994,100,16.71,6.348936123398147,6.0,37.0,16.0,7.0,32.0,15.465608519813964,17.954391480186036,100,13.51,3.6390003067220578,7.0,23.0,13.0,8.0,20.0,12.796755939882477,14.223244060117523,100,237.46,27.70421694189598,185.0,327.0,236.5,197.0,293.15,232.0299734793884,242.89002652061163,100,504.44,53.095363034426796,401.0,719.0,501.5,433.8,586.55,494.03330884525235,514.8466911547476,100,476.13,54.99966115598102,360.0,624.0,468.0,398.95,574.65,465.3500664134277,486.90993358657227,100,54.75,8.515434590355694,32.0,75.0,53.5,41.95,68.05,53.08097482029029,56.41902517970971,100,0.32740927182131063,17.041108742874044,13.777700725088469,3.200000000000001,105.94585512360071,24.21652712198007
92,100,984.21,104.38732217229749,802.0,1336.0,970.0,842.8,1146.6,963.7500848542297,1004.6699151457703,100,17.22,6.53750639762516,6.0,34.0,16.0,8.0,31.0,15.938648746065468,18.50135125393453,100,13.58,3.980203537762887,4.0,24.0,14.0,7.0,20.049999999999997,12.799880106598474,14.360119893401526,100,240.07,26.945982253314867,174.0,330.0,238.0,201.0,285.0,234.78858747835028,245.3514125216497,100,505.79,53.6385763111482,402.0,714.0,502.5,435.65,586.6499999999999,495.276839043015,516.303160956985,100,478.42,54.84121800178396,357.0,626.0,471.0,403.9,575.5,467.67112127165035,489.1688787283497,100,54.07,9.1521979476368,29.0,80.0,55.0,39.0,67.05,52.27616920226319,55.86383079773681,100,0.37121266202311265,17.496266040783976,13.797868341106065,3.639999999999999,105.72091467748004,24.39215208136475
93,100,987.32,105.64949482877691,810.0,1349.0,972.5,850.8,1162.5499999999997,966.6126990135598,1008.0273009864403,100,16.12,6.769330719047369,5.0,39.0,15.0,6.0,29.0,14.793211179066716,17.446788820933286,100,13.01,3.696831840450098,4.0,23.0,13.0,6.95,18.049999999999997,12.28542095927178,13.73457904072822,100,239.46,28.47909742072227,178.0,340.0,237.0,199.95,287.05,233.87809690553846,245.04190309446156,100,507.29,54.38272434395602,407.0,726.0,501.0,436.55,589.2499999999999,496.63098602858463,517.9490139714154,100,480.03,55.589486506901736,361.0,640.0,472.5,406.8,587.3,469.1344606446472,490.9255393553527,100,56.43,9.173143717208712,35.0,76.0,56.0,42.0,71.05,54.63206383142709,58.22793616857291,100,0.31598947379116726,16.327026698537455,13.177085443422596,3.110000000000001,105.67881174093287,24.25353482153709
94,100,990.1,106.58884471736157,805.0,1346.0,978.0,851.7,1160.6,969.2085864353971,1010.9914135646029,100,16.33,5.863868134171291,5.0,32.0,16.5,6.95,25.099999999999994,15.180681845702425,17.479318154297573,100,13.55,4.075982870871314,4.0,25.0,13.0,7.0,21.0,12.751107357309223,14.348892642690778,100,237.97,28.43331912323351,168.0,331.0,235.0,198.0,286.05,232.39706945184622,243.54293054815378,100,508.73,54.82789509736883,407.0,721.0,503.0,440.3,589.8,497.9837325609157,519.4762674390843,100,481.37,55.98243862447789,361.0,651.0,471.5,411.55,587.25,470.39744202960236,492.34255797039765,100,57.31,8.626591494216056,37.0,76.0,56.0,44.95,73.0,55.619188067133656,59.00081193286635,100,0.28157031155044976,16.49328350671649,13.685486314513685,2.7799999999999976,105.68377755157157,24.034945965054032
95,100,993.99,106.93739270992144,807.0,1345.0,982.0,850.8,1163.35,973.0302710288554,1014.9497289711446,100,17.63,5.928283516714214,5.0,33.0,17.0,8.850000000000001,28.049999999999997,16.468056430724012,18.791943569275986,100,13.74,3.8154920780916055,4.0,24.0,14.5,6.0,19.049999999999997,12.992163552694045,14.487836447305956,100,240.15,29.612437668089143,162.0,325.0,235.5,202.95,291.34999999999997,234.34596221705453,245.95403778294548,100,510.99,54.78875778659323,407.0,717.0,506.5,444.25,593.7499999999999,500.25140347382774,521.7285965261723,100,483.0,56.468280181591034,358.0,656.0,474.0,411.55,590.25,471.93221708440814,494.06778291559186,100,55.96,8.24488822351048,39.0,79.0,55.0,43.0,70.05,54.34400190819195,57.57599809180805,100,0.39288960711039156,17.73659694765541,13.823076690912384,3.889999999999999,105.79503105590062,24.16020281894184
96,100,996.43,107.10848413518592,806.0,1348.0,983.5,858.85,1176.7999999999997,975.4367371095035,1017.4232628904964,100,16.97,6.549662648417918,2.0,38.0,16.0,7.0,28.099999999999994,15.686266120910087,18.25373387908991,100,14.53,3.9298263770216812,5.0,26.0,15.0,8.0,20.049999999999997,13.75975403010375,15.300245969896249,100,240.13,29.047733269238204,177.0,348.0,238.5,202.95,283.59999999999997,234.4366442792293,245.82335572077068,100,512.4,54.72447054808003,403.0,718.0,508.0,436.9,597.5999999999999,501.67400377257627,523.1259962274237,100,484.03,56.8008135878565,358.0,650.0,472.5,415.45,600.1,472.8970405367801,495.16295946321986,100,57.23,9.448269575948709,37.0,79.0,56.0,43.0,74.05,55.37813916311405,59.081860836885944,100,0.24547530659262407,17.030799955842355,14.582057946870327,2.4399999999999995,105.86120694998245,24.099033549772688
97,100,998.06,107.49797461094113,809.0,1360.0,986.5,858.7,1177.1999999999998,976.9903969762555,1019.1296030237444,100,15.74,5.873446495659405,4.0,33.0,15.0,7.95,27.0,14.588804486850757,16.891195513149242,100,14.11,4.270866777400465,4.0,22.0,14.0,7.0,20.049999999999997,13.272910111629509,14.94708988837049,100,241.03,28.920809676135146,183.0,352.0,235.0,202.65,295.0,235.3615213034775,246.6984786965225,100,513.18,54.95753732738494,406.0,733.0,509.5,432.95,598.4999999999999,502.4083226838325,523.9516773161674,100,484.88,56.864943666390964,360.0,651.0,474.0,415.55,592.5,473.73447104138734,496.02552895861265,100,55.95,8.869850191758733,39.0,80.0,54.0,43.0,71.0,54.21150936241529,57.688490637584714,100,0.1635839948616491,15.770594954211171,14.137426607618782,1.6300000000000008,105.83649562778419,24.149850710378136
98,100,1000.17,108.86086523539109,807.0,1382.0,988.5,854.8,1174.8999999999999,978.8332704138633,1021.5067295861367,100,16.2,5.891270720911636,3.0,35.0,16.0,7.95,27.0,15.045310938701318,17.35468906129868,100,14.09,3.7981787235676014,6.0,23.0,14.0,9.0,21.0,13.34555697018075,14.83444302981925,100,241.41,29.841363402113007,187.0,330.0,238.5,203.75,297.29999999999995,235.56109277318583,247.25890722681416,100,514.54,56.009634813299684,405.0,746.0,511.5,431.95,600.05,503.5621115765932,525.5178884234067,100,485.63,57.23417341117636,365.0,646.0,475.5,414.95,591.4499999999999,474.41210201140944,496.84789798859055,100,56.9,9.450028058319736,38.0,97.0,56.0,42.0,71.05,55.04779450056933,58.752205499430666,100,0.21141013566319256,16.19724646810042,14.087605107131788,2.1099999999999994,105.95309186005805,24.136896727556316
99,100,1002.05,109.30259869192534,820.0,1388.0,991.5,854.0,1177.9499999999998,980.6266906563826,1023.4733093436173,100,16.34,5.3185780738156625,6.0,31.0,16.0,8.0,26.0,15.29755869753213,17.38244130246787,100,14.46,3.5941029141603273,6.0,25.0,14.0,9.0,20.0,13.755555828824576,15.164444171175425,100,242.43,29.800093213873605,196.0,325.0,236.5,202.9,291.65,236.58918173008078,248.27081826991923,100,515.36,56.51986689240654,413.0,745.0,512.5,436.8,605.0999999999999,504.28210608908836,526.4378939109117,100,486.69,57.1044930921651,367.0,646.0,477.5,414.8,589.5,475.4975193539356,497.8824806460644,100,55.96,8.97799779708396,37.0,86.0,54.0,43.0,74.05,54.20031243177154,57.71968756822846,100,0.18796804543228518,16.30657152836685,14.43041764383015,1.879999999999999,105.89081345414945,24.193403522778308
